ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerCertificado	vercertificado	1591037009059	 	3.3.1
REQUEST	94		IniciadoOwner	1591037041559	1591037041848	OK	 
REQUEST	94		IniciadoOwner Redirect 1	1591037041848	1591037041851	OK	 
REQUEST	319		IniciarSesion	1591037041860	1591037041863	OK	 
USER	VerCertificado	411	START	1591037041908	1591037041908
REQUEST	411		Home	1591037041908	1591037041911	OK	 
REQUEST	95		IniciadoOwner	1591037041629	1591037041922	OK	 
REQUEST	95		IniciadoOwner Redirect 1	1591037041922	1591037041924	OK	 
REQUEST	320		IniciarSesion	1591037041941	1591037041944	OK	 
USER	VerCertificado	412	START	1591037041978	1591037041978
REQUEST	412		Home	1591037041978	1591037041981	OK	 
REQUEST	96		IniciadoOwner	1591037041720	1591037042013	OK	 
REQUEST	96		IniciadoOwner Redirect 1	1591037042013	1591037042016	OK	 
REQUEST	321		IniciarSesion	1591037042021	1591037042024	OK	 
USER	VerCertificado	413	START	1591037042057	1591037042057
REQUEST	413		Home	1591037042058	1591037042061	OK	 
REQUEST	97		IniciadoOwner	1591037041790	1591037042081	OK	 
REQUEST	97		IniciadoOwner Redirect 1	1591037042081	1591037042084	OK	 
REQUEST	322		IniciarSesion	1591037042090	1591037042096	OK	 
USER	VerCertificado	414	START	1591037042137	1591037042137
REQUEST	414		Home	1591037042137	1591037042141	OK	 
REQUEST	98		IniciadoOwner	1591037041871	1591037042166	OK	 
REQUEST	98		IniciadoOwner Redirect 1	1591037042166	1591037042169	OK	 
REQUEST	323		IniciarSesion	1591037042170	1591037042173	OK	 
USER	VerCertificado	415	START	1591037042207	1591037042207
REQUEST	415		Home	1591037042207	1591037042211	OK	 
REQUEST	324		IniciarSesion	1591037042251	1591037042255	OK	 
REQUEST	99		IniciadoOwner	1591037041952	1591037042257	OK	 
REQUEST	99		IniciadoOwner Redirect 1	1591037042258	1591037042260	OK	 
USER	VerCertificado	416	START	1591037042288	1591037042288
REQUEST	416		Home	1591037042288	1591037042291	OK	 
REQUEST	325		IniciarSesion	1591037042332	1591037042335	OK	 
REQUEST	100		IniciadoOwner	1591037042032	1591037042338	OK	 
REQUEST	100		IniciadoOwner Redirect 1	1591037042338	1591037042341	OK	 
USER	VerCertificado	417	START	1591037042368	1591037042368
REQUEST	417		Home	1591037042369	1591037042372	OK	 
REQUEST	101		IniciadoOwner	1591037042090	1591037042375	OK	 
REQUEST	101		IniciadoOwner Redirect 1	1591037042375	1591037042377	OK	 
REQUEST	326		IniciarSesion	1591037042402	1591037042405	OK	 
USER	VerCertificado	418	START	1591037042460	1591037042460
REQUEST	418		Home	1591037042460	1591037042464	OK	 
REQUEST	327		IniciarSesion	1591037042482	1591037042486	OK	 
REQUEST	102		IniciadoOwner	1591037042181	1591037042495	OK	 
REQUEST	102		IniciadoOwner Redirect 1	1591037042495	1591037042498	OK	 
USER	VerCertificado	419	START	1591037042530	1591037042530
REQUEST	419		Home	1591037042530	1591037042534	OK	 
REQUEST	328		IniciarSesion	1591037042552	1591037042557	OK	 
REQUEST	103		IniciadoOwner	1591037042251	1591037042557	OK	 
REQUEST	103		IniciadoOwner Redirect 1	1591037042557	1591037042560	OK	 
USER	VerCertificado	420	START	1591037042611	1591037042611
REQUEST	420		Home	1591037042611	1591037042614	OK	 
REQUEST	104		IniciadoOwner	1591037042337	1591037042625	OK	 
REQUEST	104		IniciadoOwner Redirect 1	1591037042625	1591037042628	OK	 
REQUEST	329		IniciarSesion	1591037042637	1591037042640	OK	 
REQUEST	105		IniciadoOwner	1591037042402	1591037042691	OK	 
USER	VerCertificado	421	START	1591037042692	1591037042692
REQUEST	105		IniciadoOwner Redirect 1	1591037042691	1591037042695	OK	 
REQUEST	421		Home	1591037042692	1591037042697	OK	 
REQUEST	330		IniciarSesion	1591037042718	1591037042722	OK	 
REQUEST	1		MisCursos	1591037042718	1591037042726	OK	 
USER	VerCertificado	422	START	1591037042772	1591037042772
REQUEST	422		Home	1591037042773	1591037042778	OK	 
REQUEST	2		MisCursos	1591037042777	1591037042785	OK	 
REQUEST	331		IniciarSesion	1591037042787	1591037042792	OK	 
REQUEST	106		IniciadoOwner	1591037042487	1591037042798	OK	 
REQUEST	106		IniciadoOwner Redirect 1	1591037042798	1591037042801	OK	 
USER	VerCertificado	423	START	1591037042842	1591037042842
REQUEST	423		Home	1591037042842	1591037042847	OK	 
REQUEST	332		IniciarSesion	1591037042857	1591037042861	OK	 
REQUEST	107		IniciadoOwner	1591037042557	1591037042862	OK	 
REQUEST	107		IniciadoOwner Redirect 1	1591037042862	1591037042865	OK	 
REQUEST	3		MisCursos	1591037042880	1591037042888	OK	 
USER	VerCertificado	424	START	1591037042917	1591037042917
REQUEST	424		Home	1591037042917	1591037042921	OK	 
REQUEST	333		IniciarSesion	1591037042939	1591037042942	OK	 
REQUEST	108		IniciadoOwner	1591037042637	1591037042952	OK	 
REQUEST	108		IniciadoOwner Redirect 1	1591037042953	1591037042955	OK	 
REQUEST	4		MisCursos	1591037042961	1591037042967	OK	 
USER	VerCertificado	425	START	1591037042998	1591037042998
REQUEST	425		Home	1591037042998	1591037043002	OK	 
REQUEST	334		IniciarSesion	1591037043009	1591037043013	OK	 
REQUEST	5		MisCursos	1591037043009	1591037043016	OK	 
REQUEST	109		IniciadoOwner	1591037042718	1591037043022	OK	 
REQUEST	109		IniciadoOwner Redirect 1	1591037043022	1591037043024	OK	 
USER	VerCertificado	426	START	1591037043068	1591037043068
REQUEST	426		Home	1591037043068	1591037043071	OK	 
REQUEST	110		IniciadoOwner	1591037042788	1591037043088	OK	 
REQUEST	110		IniciadoOwner Redirect 1	1591037043089	1591037043092	OK	 
REQUEST	335		IniciarSesion	1591037043090	1591037043094	OK	 
REQUEST	6		MisCursos	1591037043090	1591037043099	OK	 
REQUEST	111		IniciadoOwner	1591037042847	1591037043149	OK	 
USER	VerCertificado	427	START	1591037043149	1591037043149
REQUEST	111		IniciadoOwner Redirect 1	1591037043149	1591037043153	OK	 
REQUEST	427		Home	1591037043150	1591037043154	OK	 
REQUEST	336		IniciarSesion	1591037043171	1591037043176	OK	 
REQUEST	7		MisCursos	1591037043177	1591037043185	OK	 
USER	VerCertificado	428	START	1591037043231	1591037043231
REQUEST	428		Home	1591037043231	1591037043236	OK	 
REQUEST	337		IniciarSesion	1591037043247	1591037043251	OK	 
REQUEST	8		MisCursos	1591037043261	1591037043271	OK	 
REQUEST	112		IniciadoOwner	1591037042950	1591037043276	OK	 
REQUEST	112		IniciadoOwner Redirect 1	1591037043277	1591037043280	OK	 
USER	VerCertificado	429	START	1591037043297	1591037043297
REQUEST	429		Home	1591037043297	1591037043301	OK	 
REQUEST	338		IniciarSesion	1591037043318	1591037043321	OK	 
REQUEST	9		MisCursos	1591037043340	1591037043347	OK	 
REQUEST	113		IniciadoOwner	1591037043031	1591037043361	OK	 
REQUEST	113		IniciadoOwner Redirect 1	1591037043362	1591037043365	OK	 
USER	VerCertificado	430	START	1591037043377	1591037043377
REQUEST	430		Home	1591037043377	1591037043381	OK	 
REQUEST	339		IniciarSesion	1591037043399	1591037043402	OK	 
REQUEST	10		MisCursos	1591037043410	1591037043417	OK	 
REQUEST	114		IniciadoOwner	1591037043101	1591037043442	OK	 
REQUEST	114		IniciadoOwner Redirect 1	1591037043442	1591037043445	OK	 
USER	VerCertificado	431	START	1591037043458	1591037043458
REQUEST	431		Home	1591037043458	1591037043461	OK	 
REQUEST	11		MisCursos	1591037043469	1591037043476	OK	 
REQUEST	340		IniciarSesion	1591037043480	1591037043483	OK	 
REQUEST	115		IniciadoOwner	1591037043172	1591037043516	OK	 
REQUEST	115		IniciadoOwner Redirect 1	1591037043516	1591037043519	OK	 
USER	VerCertificado	432	START	1591037043539	1591037043539
REQUEST	432		Home	1591037043540	1591037043544	OK	 
REQUEST	12		MisCursos	1591037043540	1591037043548	OK	 
REQUEST	341		IniciarSesion	1591037043550	1591037043554	OK	 
REQUEST	116		IniciadoOwner	1591037043260	1591037043587	OK	 
REQUEST	116		IniciadoOwner Redirect 1	1591037043587	1591037043590	OK	 
USER	VerCertificado	433	START	1591037043609	1591037043609
REQUEST	433		Home	1591037043609	1591037043613	OK	 
REQUEST	13		MisCursos	1591037043620	1591037043627	OK	 
REQUEST	117		IniciadoOwner	1591037043329	1591037043631	OK	 
REQUEST	117		IniciadoOwner Redirect 1	1591037043631	1591037043634	OK	 
REQUEST	342		IniciarSesion	1591037043631	1591037043634	OK	 
USER	VerCertificado	434	START	1591037043690	1591037043690
REQUEST	434		Home	1591037043690	1591037043694	OK	 
REQUEST	118		IniciadoOwner	1591037043410	1591037043704	OK	 
REQUEST	118		IniciadoOwner Redirect 1	1591037043704	1591037043707	OK	 
REQUEST	343		IniciarSesion	1591037043712	1591037043716	OK	 
REQUEST	14		MisCursos	1591037043712	1591037043719	OK	 
USER	VerCertificado	435	START	1591037043771	1591037043771
REQUEST	435		Home	1591037043771	1591037043775	OK	 
REQUEST	15		MisCursos	1591037043787	1591037043794	OK	 
REQUEST	119		IniciadoOwner	1591037043491	1591037043797	OK	 
REQUEST	119		IniciadoOwner Redirect 1	1591037043797	1591037043801	OK	 
REQUEST	344		IniciarSesion	1591037043797	1591037043801	OK	 
USER	VerCertificado	436	START	1591037043841	1591037043841
REQUEST	436		Home	1591037043841	1591037043845	OK	 
REQUEST	120		IniciadoOwner	1591037043562	1591037043859	OK	 
REQUEST	120		IniciadoOwner Redirect 1	1591037043859	1591037043862	OK	 
REQUEST	345		IniciarSesion	1591037043867	1591037043870	OK	 
REQUEST	16		MisCursos	1591037043878	1591037043884	OK	 
USER	VerCertificado	437	START	1591037043921	1591037043921
REQUEST	437		Home	1591037043922	1591037043925	OK	 
REQUEST	346		IniciarSesion	1591037043937	1591037043939	OK	 
REQUEST	121		IniciadoOwner	1591037043642	1591037043949	OK	 
REQUEST	121		IniciadoOwner Redirect 1	1591037043949	1591037043952	OK	 
REQUEST	17		MisCursos	1591037043947	1591037043954	OK	 
USER	VerCertificado	438	START	1591037044002	1591037044002
REQUEST	122		IniciadoOwner	1591037043717	1591037044005	OK	 
REQUEST	438		Home	1591037044002	1591037044007	OK	 
REQUEST	122		IniciadoOwner Redirect 1	1591037044005	1591037044008	OK	 
REQUEST	347		IniciarSesion	1591037044017	1591037044021	OK	 
REQUEST	18		MisCursos	1591037044017	1591037044024	OK	 
USER	VerCertificado	439	START	1591037044077	1591037044077
REQUEST	439		Home	1591037044077	1591037044080	OK	 
REQUEST	348		IniciarSesion	1591037044087	1591037044091	OK	 
REQUEST	19		MisCursos	1591037044087	1591037044094	OK	 
REQUEST	123		IniciadoOwner	1591037043797	1591037044097	OK	 
REQUEST	123		IniciadoOwner Redirect 1	1591037044098	1591037044101	OK	 
USER	VerCertificado	440	START	1591037044146	1591037044146
REQUEST	440		Home	1591037044147	1591037044151	OK	 
REQUEST	124		IniciadoOwner	1591037043867	1591037044171	OK	 
REQUEST	349		IniciarSesion	1591037044168	1591037044171	OK	 
REQUEST	124		IniciadoOwner Redirect 1	1591037044172	1591037044174	OK	 
REQUEST	20		MisCursos	1591037044190	1591037044196	OK	 
USER	VerCertificado	441	START	1591037044227	1591037044227
REQUEST	441		Home	1591037044227	1591037044230	OK	 
REQUEST	21		MisCursos	1591037044238	1591037044244	OK	 
REQUEST	125		IniciadoOwner	1591037043947	1591037044248	OK	 
REQUEST	125		IniciadoOwner Redirect 1	1591037044249	1591037044251	OK	 
REQUEST	350		IniciarSesion	1591037044249	1591037044252	OK	 
USER	VerCertificado	442	START	1591037044307	1591037044307
REQUEST	442		Home	1591037044308	1591037044311	OK	 
REQUEST	351		IniciarSesion	1591037044318	1591037044322	OK	 
REQUEST	22		MisCursos	1591037044340	1591037044347	OK	 
REQUEST	126		IniciadoOwner	1591037044061	1591037044359	OK	 
REQUEST	126		IniciadoOwner Redirect 1	1591037044360	1591037044362	OK	 
USER	VerCertificado	443	START	1591037044377	1591037044377
REQUEST	443		Home	1591037044377	1591037044381	OK	 
REQUEST	127		IniciadoOwner	1591037044087	1591037044392	OK	 
REQUEST	127		IniciadoOwner Redirect 1	1591037044392	1591037044395	OK	 
REQUEST	352		IniciarSesion	1591037044399	1591037044402	OK	 
REQUEST	23		MisCursos	1591037044432	1591037044438	OK	 
USER	VerCertificado	444	START	1591037044458	1591037044458
REQUEST	444		Home	1591037044458	1591037044463	OK	 
REQUEST	128		IniciadoOwner	1591037044179	1591037044481	OK	 
REQUEST	128		IniciadoOwner Redirect 1	1591037044481	1591037044484	OK	 
REQUEST	353		IniciarSesion	1591037044480	1591037044484	OK	 
REQUEST	24		MisCursos	1591037044480	1591037044487	OK	 
USER	VerCertificado	445	START	1591037044539	1591037044539
REQUEST	445		Home	1591037044539	1591037044543	OK	 
REQUEST	354		IniciarSesion	1591037044550	1591037044554	OK	 
REQUEST	25		MisCursos	1591037044550	1591037044557	OK	 
REQUEST	129		IniciadoOwner	1591037044271	1591037044580	OK	 
REQUEST	129		IniciadoOwner Redirect 1	1591037044580	1591037044582	OK	 
USER	VerCertificado	446	START	1591037044609	1591037044609
REQUEST	446		Home	1591037044609	1591037044613	OK	 
REQUEST	130		IniciadoOwner	1591037044329	1591037044626	OK	 
REQUEST	130		IniciadoOwner Redirect 1	1591037044627	1591037044629	OK	 
REQUEST	355		IniciarSesion	1591037044630	1591037044633	OK	 
REQUEST	26		MisCursos	1591037044653	1591037044659	OK	 
USER	VerCertificado	447	START	1591037044689	1591037044689
REQUEST	131		IniciadoOwner	1591037044399	1591037044693	OK	 
REQUEST	447		Home	1591037044690	1591037044694	OK	 
REQUEST	131		IniciadoOwner Redirect 1	1591037044693	1591037044696	OK	 
REQUEST	356		IniciarSesion	1591037044711	1591037044714	OK	 
REQUEST	27		MisCursos	1591037044727	1591037044733	OK	 
USER	VerCertificado	448	START	1591037044770	1591037044770
REQUEST	448		Home	1591037044770	1591037044775	OK	 
REQUEST	132		IniciadoOwner	1591037044491	1591037044790	OK	 
REQUEST	132		IniciadoOwner Redirect 1	1591037044791	1591037044794	OK	 
REQUEST	357		IniciarSesion	1591037044792	1591037044797	OK	 
REQUEST	28		MisCursos	1591037044797	1591037044804	OK	 
USER	VerCertificado	449	START	1591037044840	1591037044840
REQUEST	449		Home	1591037044840	1591037044844	OK	 
REQUEST	29		MisCursos	1591037044862	1591037044869	OK	 
REQUEST	133		IniciadoOwner	1591037044572	1591037044869	OK	 
REQUEST	358		IniciarSesion	1591037044867	1591037044870	OK	 
REQUEST	133		IniciadoOwner Redirect 1	1591037044869	1591037044872	OK	 
USER	VerCertificado	450	START	1591037044921	1591037044921
REQUEST	450		Home	1591037044921	1591037044924	OK	 
REQUEST	134		IniciadoOwner	1591037044642	1591037044935	OK	 
REQUEST	134		IniciadoOwner Redirect 1	1591037044935	1591037044938	OK	 
REQUEST	359		IniciarSesion	1591037044947	1591037044950	OK	 
REQUEST	30		MisCursos	1591037044958	1591037044964	OK	 
USER	VerCertificado	451	START	1591037045001	1591037045001
REQUEST	451		Home	1591037045002	1591037045005	OK	 
REQUEST	135		IniciadoOwner	1591037044722	1591037045012	OK	 
REQUEST	135		IniciadoOwner Redirect 1	1591037045013	1591037045016	OK	 
REQUEST	360		IniciarSesion	1591037045017	1591037045020	OK	 
REQUEST	31		MisCursos	1591037045028	1591037045033	OK	 
USER	VerCertificado	452	START	1591037045082	1591037045082
REQUEST	452		Home	1591037045082	1591037045086	OK	 
REQUEST	361		IniciarSesion	1591037045087	1591037045091	OK	 
REQUEST	32		MisCursos	1591037045087	1591037045094	OK	 
REQUEST	136		IniciadoOwner	1591037044797	1591037045095	OK	 
REQUEST	136		IniciadoOwner Redirect 1	1591037045096	1591037045099	OK	 
USER	VerCertificado	453	START	1591037045152	1591037045152
REQUEST	453		Home	1591037045152	1591037045156	OK	 
REQUEST	362		IniciarSesion	1591037045167	1591037045171	OK	 
REQUEST	33		MisCursos	1591037045167	1591037045174	OK	 
REQUEST	137		IniciadoOwner	1591037044867	1591037045177	OK	 
REQUEST	137		IniciadoOwner Redirect 1	1591037045178	1591037045181	OK	 
USER	VerCertificado	454	START	1591037045232	1591037045232
REQUEST	454		Home	1591037045232	1591037045236	OK	 
REQUEST	138		IniciadoOwner	1591037044947	1591037045245	OK	 
REQUEST	138		IniciadoOwner Redirect 1	1591037045245	1591037045248	OK	 
REQUEST	363		IniciarSesion	1591037045247	1591037045250	OK	 
REQUEST	34		MisCursos	1591037045258	1591037045264	OK	 
USER	VerCertificado	455	START	1591037045306	1591037045306
REQUEST	455		Home	1591037045307	1591037045310	OK	 
REQUEST	364		IniciarSesion	1591037045317	1591037045320	OK	 
REQUEST	35		MisCursos	1591037045317	1591037045324	OK	 
REQUEST	139		IniciadoOwner	1591037045028	1591037045333	OK	 
REQUEST	139		IniciadoOwner Redirect 1	1591037045333	1591037045336	OK	 
USER	VerCertificado	456	START	1591037045376	1591037045376
REQUEST	456		Home	1591037045377	1591037045380	OK	 
REQUEST	140		IniciadoOwner	1591037045087	1591037045383	OK	 
REQUEST	140		IniciadoOwner Redirect 1	1591037045383	1591037045386	OK	 
REQUEST	365		IniciarSesion	1591037045398	1591037045402	OK	 
REQUEST	36		MisCursos	1591037045399	1591037045405	OK	 
USER	VerCertificado	457	START	1591037045457	1591037045457
REQUEST	141		IniciadoOwner	1591037045167	1591037045459	OK	 
REQUEST	457		Home	1591037045457	1591037045461	OK	 
REQUEST	141		IniciadoOwner Redirect 1	1591037045459	1591037045462	OK	 
REQUEST	37		MisCursos	1591037045468	1591037045475	OK	 
REQUEST	366		IniciarSesion	1591037045479	1591037045483	OK	 
USER	VerCertificado	458	START	1591037045538	1591037045538
REQUEST	458		Home	1591037045538	1591037045543	OK	 
REQUEST	142		IniciadoOwner	1591037045247	1591037045554	OK	 
REQUEST	142		IniciadoOwner Redirect 1	1591037045554	1591037045557	OK	 
REQUEST	367		IniciarSesion	1591037045560	1591037045563	OK	 
REQUEST	38		MisCursos	1591037045571	1591037045578	OK	 
USER	VerCertificado	459	START	1591037045608	1591037045608
REQUEST	459		Home	1591037045608	1591037045612	OK	 
REQUEST	368		IniciarSesion	1591037045630	1591037045633	OK	 
REQUEST	143		IniciadoOwner	1591037045339	1591037045650	OK	 
REQUEST	143		IniciadoOwner Redirect 1	1591037045650	1591037045653	OK	 
REQUEST	39		MisCursos	1591037045652	1591037045659	OK	 
USER	VerCertificado	460	START	1591037045689	1591037045689
REQUEST	460		Home	1591037045689	1591037045693	OK	 
REQUEST	369		IniciarSesion	1591037045711	1591037045715	OK	 
REQUEST	40		MisCursos	1591037045711	1591037045719	OK	 
REQUEST	144		IniciadoOwner	1591037045410	1591037045726	OK	 
REQUEST	144		IniciadoOwner Redirect 1	1591037045726	1591037045729	OK	 
USER	VerCertificado	461	START	1591037045769	1591037045769
REQUEST	461		Home	1591037045770	1591037045774	OK	 
REQUEST	145		IniciadoOwner	1591037045490	1591037045781	OK	 
REQUEST	145		IniciadoOwner Redirect 1	1591037045782	1591037045785	OK	 
REQUEST	41		MisCursos	1591037045792	1591037045798	OK	 
REQUEST	370		IniciarSesion	1591037045802	1591037045807	OK	 
USER	VerCertificado	462	START	1591037045839	1591037045839
REQUEST	462		Home	1591037045839	1591037045843	OK	 
REQUEST	371		IniciarSesion	1591037045872	1591037045876	OK	 
REQUEST	146		IniciadoOwner	1591037045582	1591037045880	OK	 
REQUEST	146		IniciadoOwner Redirect 1	1591037045880	1591037045884	OK	 
REQUEST	42		MisCursos	1591037045887	1591037045894	OK	 
USER	VerCertificado	463	START	1591037045920	1591037045920
REQUEST	463		Home	1591037045920	1591037045924	OK	 
REQUEST	372		IniciarSesion	1591037045942	1591037045946	OK	 
REQUEST	147		IniciadoOwner	1591037045641	1591037045948	OK	 
REQUEST	147		IniciadoOwner Redirect 1	1591037045948	1591037045952	OK	 
REQUEST	43		MisCursos	1591037045947	1591037045953	OK	 
USER	VerCertificado	464	START	1591037046001	1591037046001
REQUEST	464		Home	1591037046001	1591037046007	OK	 
REQUEST	373		IniciarSesion	1591037046017	1591037046020	OK	 
REQUEST	44		MisCursos	1591037046017	1591037046023	OK	 
REQUEST	148		IniciadoOwner	1591037045727	1591037046030	OK	 
REQUEST	148		IniciadoOwner Redirect 1	1591037046030	1591037046033	OK	 
USER	VerCertificado	465	START	1591037046082	1591037046082
REQUEST	465		Home	1591037046082	1591037046086	OK	 
REQUEST	374		IniciarSesion	1591037046087	1591037046090	OK	 
REQUEST	149		IniciadoOwner	1591037045802	1591037046091	OK	 
REQUEST	149		IniciadoOwner Redirect 1	1591037046091	1591037046094	OK	 
REQUEST	45		MisCursos	1591037046097	1591037046104	OK	 
USER	VerCertificado	466	START	1591037046151	1591037046151
REQUEST	150		IniciadoOwner	1591037045861	1591037046153	OK	 
REQUEST	466		Home	1591037046152	1591037046156	OK	 
REQUEST	150		IniciadoOwner Redirect 1	1591037046153	1591037046156	OK	 
